2.850059000000000000e+06 2.850068000000000000e+06 2.850087000000000000e+06 2.850173000000000000e+06 2.850180000000000000e+06 2.850200000000000000e+06 2.850154000000000000e+06 2.850062000000000000e+06 2.850072000000000000e+06 2.850085000000000000e+06 2.850074000000000000e+06 2.850100000000000000e+06 2.850063000000000000e+06 2.850015000000000000e+06 2.850024000000000000e+06 2.850011000000000000e+06 2.850018000000000000e+06 2.850059000000000000e+06 2.850125000000000000e+06 2.850087000000000000e+06 2.850095000000000000e+06 2.850054000000000000e+06 2.850000000000000000e+06 2.850011000000000000e+06 2.850068000000000000e+06 2.850144000000000000e+06 2.850096000000000000e+06 2.850093000000000000e+06 2.850152000000000000e+06 2.850375000000000000e+06 2.850541000000000000e+06 2.850609000000000000e+06 2.850723000000000000e+06 2.850720000000000000e+06 2.850680000000000000e+06 2.850717000000000000e+06 2.850685000000000000e+06 2.850605000000000000e+06 2.850561000000000000e+06 2.850382000000000000e+06 2.850269000000000000e+06 2.850260000000000000e+06 2.850270000000000000e+06 2.850204000000000000e+06 2.850335000000000000e+06 2.850389000000000000e+06 2.850377000000000000e+06 2.850329000000000000e+06 2.850379000000000000e+06 2.850529000000000000e+06 2.850560000000000000e+06 2.850583000000000000e+06 2.850559000000000000e+06 2.850522000000000000e+06 2.850513000000000000e+06 2.850587000000000000e+06 2.850546000000000000e+06 2.850541000000000000e+06 2.850547000000000000e+06 2.850637000000000000e+06
2.167500000000000000e+04 2.164500000000000000e+04 2.160100000000000000e+04 2.168000000000000000e+04 2.172400000000000000e+04 2.169900000000000000e+04 2.170200000000000000e+04 2.161300000000000000e+04 2.155000000000000000e+04 2.159900000000000000e+04 2.163700000000000000e+04 2.161300000000000000e+04 2.166100000000000000e+04 2.169800000000000000e+04 2.177000000000000000e+04 2.184800000000000000e+04 2.185900000000000000e+04 2.181200000000000000e+04 2.196300000000000000e+04 2.210500000000000000e+04 2.220200000000000000e+04 2.232500000000000000e+04 2.245500000000000000e+04 2.251000000000000000e+04 2.253700000000000000e+04 2.252600000000000000e+04 2.235400000000000000e+04 2.232400000000000000e+04 2.227900000000000000e+04 2.215300000000000000e+04 2.221300000000000000e+04 2.211200000000000000e+04 2.211200000000000000e+04 2.213200000000000000e+04 2.209600000000000000e+04 2.204300000000000000e+04 2.210900000000000000e+04 2.204600000000000000e+04 2.207900000000000000e+04 2.212600000000000000e+04 2.204700000000000000e+04 2.210200000000000000e+04 2.212800000000000000e+04 2.203500000000000000e+04 2.203500000000000000e+04 2.205000000000000000e+04 2.210700000000000000e+04 2.218400000000000000e+04 2.217400000000000000e+04 2.222200000000000000e+04 2.222700000000000000e+04 2.225100000000000000e+04 2.228900000000000000e+04 2.230700000000000000e+04 2.229200000000000000e+04 2.220800000000000000e+04 2.217500000000000000e+04 2.209600000000000000e+04 2.204700000000000000e+04 2.202400000000000000e+04
2.571357000000000000e+06 2.571444000000000000e+06 2.571498000000000000e+06 2.571500000000000000e+06 2.571533000000000000e+06 2.571451000000000000e+06 2.571400000000000000e+06 2.571405000000000000e+06 2.571321000000000000e+06 2.571264000000000000e+06 2.571208000000000000e+06 2.571178000000000000e+06 2.571246000000000000e+06 2.571381000000000000e+06 2.571366000000000000e+06 2.571382000000000000e+06 2.571429000000000000e+06 2.571401000000000000e+06 2.571353000000000000e+06 2.571426000000000000e+06 2.571407000000000000e+06 2.571512000000000000e+06 2.571451000000000000e+06 2.571417000000000000e+06 2.571427000000000000e+06 2.571464000000000000e+06 2.571480000000000000e+06 2.571418000000000000e+06 2.571342000000000000e+06 2.571354000000000000e+06 2.571344000000000000e+06 2.571416000000000000e+06 2.571238000000000000e+06 2.571053000000000000e+06 2.570999000000000000e+06 2.570945000000000000e+06 2.570931000000000000e+06 2.570980000000000000e+06 2.571006000000000000e+06 2.570977000000000000e+06 2.571038000000000000e+06 2.571140000000000000e+06 2.571247000000000000e+06 2.571339000000000000e+06 2.571318000000000000e+06 2.571229000000000000e+06 2.571306000000000000e+06 2.571254000000000000e+06 2.571267000000000000e+06 2.571371000000000000e+06 2.571372000000000000e+06 2.571386000000000000e+06 2.571303000000000000e+06 2.571245000000000000e+06 2.571176000000000000e+06 2.571084000000000000e+06 2.571164000000000000e+06 2.571245000000000000e+06 2.571258000000000000e+06 2.571302000000000000e+06
8.664000000000000000e+03 8.729000000000000000e+03 8.840000000000000000e+03 8.835000000000000000e+03 8.938000000000000000e+03 8.820000000000000000e+03 8.855000000000000000e+03 8.813000000000000000e+03 8.833000000000000000e+03 8.791000000000000000e+03 8.768000000000000000e+03 8.769000000000000000e+03 8.853000000000000000e+03 8.827000000000000000e+03 8.804000000000000000e+03 8.833000000000000000e+03 8.824000000000000000e+03 8.803000000000000000e+03 8.825000000000000000e+03 8.749000000000000000e+03 8.749000000000000000e+03 8.710000000000000000e+03 8.630000000000000000e+03 8.578000000000000000e+03 8.553000000000000000e+03 8.564000000000000000e+03 8.612000000000000000e+03 8.641000000000000000e+03 8.630000000000000000e+03 8.609000000000000000e+03 8.551000000000000000e+03 8.531000000000000000e+03 8.582000000000000000e+03 8.525000000000000000e+03 8.523000000000000000e+03 8.567000000000000000e+03 8.612000000000000000e+03 8.830000000000000000e+03 8.979000000000000000e+03 8.987000000000000000e+03 9.065000000000000000e+03 9.116000000000000000e+03 9.115000000000000000e+03 9.108000000000000000e+03 9.050000000000000000e+03 8.946000000000000000e+03 8.882000000000000000e+03 8.830000000000000000e+03 8.652000000000000000e+03 8.595000000000000000e+03 8.597000000000000000e+03 8.568000000000000000e+03 8.517000000000000000e+03 8.474000000000000000e+03 8.547000000000000000e+03 8.471000000000000000e+03 8.367000000000000000e+03 8.393000000000000000e+03 8.411000000000000000e+03 8.472000000000000000e+03
2.295379000000000000e+06 2.295508000000000000e+06 2.295577000000000000e+06 2.295581000000000000e+06 2.295634000000000000e+06 2.295677000000000000e+06 2.295634000000000000e+06 2.295663000000000000e+06 2.295635000000000000e+06 2.295618000000000000e+06 2.295593000000000000e+06 2.295643000000000000e+06 2.295661000000000000e+06 2.295663000000000000e+06 2.295701000000000000e+06 2.295671000000000000e+06 2.295705000000000000e+06 2.295775000000000000e+06 2.295784000000000000e+06 2.295782000000000000e+06 2.295781000000000000e+06 2.295777000000000000e+06 2.295734000000000000e+06 2.295832000000000000e+06 2.295934000000000000e+06 2.295897000000000000e+06 2.295957000000000000e+06 2.295916000000000000e+06 2.296021000000000000e+06 2.295999000000000000e+06 2.295898000000000000e+06 2.295903000000000000e+06 2.295967000000000000e+06 2.295918000000000000e+06 2.295990000000000000e+06 2.296083000000000000e+06 2.296066000000000000e+06 2.296039000000000000e+06 2.295970000000000000e+06 2.295918000000000000e+06 2.296048000000000000e+06 2.296233000000000000e+06 2.296374000000000000e+06 2.296490000000000000e+06 2.296534000000000000e+06 2.296532000000000000e+06 2.296570000000000000e+06 2.296531000000000000e+06 2.296479000000000000e+06 2.296318000000000000e+06 2.296169000000000000e+06 2.296064000000000000e+06 2.296106000000000000e+06 2.296033000000000000e+06 2.295991000000000000e+06 2.295919000000000000e+06 2.295922000000000000e+06 2.295868000000000000e+06 2.295852000000000000e+06 2.295970000000000000e+06
8.200800000000000000e+05 8.199980000000000000e+05 8.199730000000000000e+05 8.200510000000000000e+05 8.200090000000000000e+05 8.199130000000000000e+05 8.199010000000000000e+05 8.198760000000000000e+05 8.198760000000000000e+05 8.198500000000000000e+05 8.198270000000000000e+05 8.198470000000000000e+05 8.198720000000000000e+05 8.198520000000000000e+05 8.199110000000000000e+05 8.199010000000000000e+05 8.199260000000000000e+05 8.199330000000000000e+05 8.199070000000000000e+05 8.198640000000000000e+05 8.198830000000000000e+05 8.199290000000000000e+05 8.199300000000000000e+05 8.198690000000000000e+05 8.198010000000000000e+05 8.197500000000000000e+05 8.197540000000000000e+05 8.198190000000000000e+05 8.197880000000000000e+05 8.198180000000000000e+05 8.199730000000000000e+05 8.199500000000000000e+05 8.199520000000000000e+05 8.199370000000000000e+05 8.199270000000000000e+05 8.199790000000000000e+05 8.199700000000000000e+05 8.200580000000000000e+05 8.200510000000000000e+05 8.201590000000000000e+05 8.202000000000000000e+05 8.201250000000000000e+05 8.201000000000000000e+05 8.200890000000000000e+05 8.200610000000000000e+05 8.199910000000000000e+05 8.200810000000000000e+05 8.201190000000000000e+05 8.201340000000000000e+05 8.201460000000000000e+05 8.201620000000000000e+05 8.201730000000000000e+05 8.200780000000000000e+05 8.199830000000000000e+05 8.199480000000000000e+05 8.199210000000000000e+05 8.199810000000000000e+05 8.200800000000000000e+05 8.200580000000000000e+05 8.200570000000000000e+05
5.645940000000000000e+05 5.646270000000000000e+05 5.646990000000000000e+05 5.646880000000000000e+05 5.645930000000000000e+05 5.646540000000000000e+05 5.646650000000000000e+05 5.646610000000000000e+05 5.647080000000000000e+05 5.647650000000000000e+05 5.648110000000000000e+05 5.648200000000000000e+05 5.648100000000000000e+05 5.647970000000000000e+05 5.647230000000000000e+05 5.646810000000000000e+05 5.646370000000000000e+05 5.646400000000000000e+05 5.646270000000000000e+05 5.646990000000000000e+05 5.647700000000000000e+05 5.646770000000000000e+05 5.646920000000000000e+05 5.647030000000000000e+05 5.647540000000000000e+05 5.647420000000000000e+05 5.648220000000000000e+05 5.648350000000000000e+05 5.648530000000000000e+05 5.648390000000000000e+05 5.647730000000000000e+05 5.647030000000000000e+05 5.646960000000000000e+05 5.646680000000000000e+05 5.646200000000000000e+05 5.646620000000000000e+05 5.646520000000000000e+05 5.647080000000000000e+05 5.647060000000000000e+05 5.647120000000000000e+05 5.646720000000000000e+05 5.647520000000000000e+05 5.648370000000000000e+05 5.648430000000000000e+05 5.647640000000000000e+05 5.648730000000000000e+05 5.648260000000000000e+05 5.648340000000000000e+05 5.648710000000000000e+05 5.649370000000000000e+05 5.648930000000000000e+05 5.648540000000000000e+05 5.648400000000000000e+05 5.648750000000000000e+05 5.648950000000000000e+05 5.649000000000000000e+05 5.649320000000000000e+05 5.649380000000000000e+05 5.649440000000000000e+05 5.649870000000000000e+05
2.473039000000000000e+06 2.473106000000000000e+06 2.473113000000000000e+06 2.473099000000000000e+06 2.473122000000000000e+06 2.473091000000000000e+06 2.473080000000000000e+06 2.473065000000000000e+06 2.473073000000000000e+06 2.473038000000000000e+06 2.473111000000000000e+06 2.473151000000000000e+06 2.473139000000000000e+06 2.473196000000000000e+06 2.473340000000000000e+06 2.473404000000000000e+06 2.473558000000000000e+06 2.473707000000000000e+06 2.473794000000000000e+06 2.473770000000000000e+06 2.473777000000000000e+06 2.473748000000000000e+06 2.473669000000000000e+06 2.473571000000000000e+06 2.473348000000000000e+06 2.473284000000000000e+06 2.473284000000000000e+06 2.473398000000000000e+06 2.473392000000000000e+06 2.473402000000000000e+06 2.473344000000000000e+06 2.473416000000000000e+06 2.473435000000000000e+06 2.473487000000000000e+06 2.473548000000000000e+06 2.473640000000000000e+06 2.473637000000000000e+06 2.473651000000000000e+06 2.473637000000000000e+06 2.473637000000000000e+06 2.473697000000000000e+06 2.473701000000000000e+06 2.473759000000000000e+06 2.473719000000000000e+06 2.473726000000000000e+06 2.473731000000000000e+06 2.473720000000000000e+06 2.473666000000000000e+06 2.473684000000000000e+06 2.473736000000000000e+06 2.473823000000000000e+06 2.473863000000000000e+06 2.473883000000000000e+06 2.473861000000000000e+06 2.473991000000000000e+06 2.473988000000000000e+06 2.474175000000000000e+06 2.474261000000000000e+06 2.474328000000000000e+06 2.474327000000000000e+06
1.942844000000000000e+06 1.942805000000000000e+06 1.942875000000000000e+06 1.942893000000000000e+06 1.942859000000000000e+06 1.942907000000000000e+06 1.942898000000000000e+06 1.942947000000000000e+06 1.942935000000000000e+06 1.942847000000000000e+06 1.942846000000000000e+06 1.942826000000000000e+06 1.942788000000000000e+06 1.942739000000000000e+06 1.942750000000000000e+06 1.942764000000000000e+06 1.942735000000000000e+06 1.942738000000000000e+06 1.942761000000000000e+06 1.942724000000000000e+06 1.942777000000000000e+06 1.942709000000000000e+06 1.942708000000000000e+06 1.942746000000000000e+06 1.942721000000000000e+06 1.942690000000000000e+06 1.942723000000000000e+06 1.942739000000000000e+06 1.942740000000000000e+06 1.942724000000000000e+06 1.942722000000000000e+06 1.942811000000000000e+06 1.942830000000000000e+06 1.942913000000000000e+06 1.942911000000000000e+06 1.942888000000000000e+06 1.942954000000000000e+06 1.943080000000000000e+06 1.943089000000000000e+06 1.943173000000000000e+06 1.943103000000000000e+06 1.943160000000000000e+06 1.943224000000000000e+06 1.943199000000000000e+06 1.943224000000000000e+06 1.943255000000000000e+06 1.943269000000000000e+06 1.943385000000000000e+06 1.943430000000000000e+06 1.943493000000000000e+06 1.943415000000000000e+06 1.943456000000000000e+06 1.943434000000000000e+06 1.943426000000000000e+06 1.943496000000000000e+06 1.943397000000000000e+06 1.943358000000000000e+06 1.943375000000000000e+06 1.943395000000000000e+06 1.943463000000000000e+06
1.028900000000000000e+04 1.024900000000000000e+04 1.026300000000000000e+04 1.032200000000000000e+04 1.035900000000000000e+04 1.032500000000000000e+04 1.028300000000000000e+04 1.034500000000000000e+04 1.030500000000000000e+04 1.034600000000000000e+04 1.033700000000000000e+04 1.038000000000000000e+04 1.033000000000000000e+04 1.028400000000000000e+04 1.019900000000000000e+04 1.023100000000000000e+04 1.028700000000000000e+04 1.029500000000000000e+04 1.033600000000000000e+04 1.031400000000000000e+04 1.027500000000000000e+04 1.026600000000000000e+04 1.027900000000000000e+04 1.017500000000000000e+04 1.013900000000000000e+04 1.008300000000000000e+04 1.005600000000000000e+04 1.009100000000000000e+04 1.004300000000000000e+04 1.004100000000000000e+04 1.001300000000000000e+04 9.983000000000000000e+03 9.908000000000000000e+03 9.838000000000000000e+03 9.828000000000000000e+03 9.781000000000000000e+03 9.772000000000000000e+03 9.768000000000000000e+03 9.744000000000000000e+03 9.837000000000000000e+03 9.834000000000000000e+03 9.893000000000000000e+03 9.948000000000000000e+03 9.877000000000000000e+03 9.951000000000000000e+03 9.940000000000000000e+03 9.855000000000000000e+03 9.848000000000000000e+03 9.883000000000000000e+03 9.955000000000000000e+03 1.000800000000000000e+04 1.002400000000000000e+04 1.012200000000000000e+04 1.015500000000000000e+04 1.008600000000000000e+04 1.003500000000000000e+04 1.006500000000000000e+04 1.010700000000000000e+04 1.004200000000000000e+04 1.002600000000000000e+04
